Date,Open,High,Low,Close,Adj Close,Volume
2005-09-01,105.250000,107.120003,104.430000,105.870003,45.769287,0
2005-10-01,105.660004,105.660004,101.599998,104.510002,45.181343,0
2005-11-01,104.550003,109.779999,104.550003,108.010002,46.694454,0
2005-12-01,109.949997,109.949997,105.849998,106.440002,46.015724,0
2006-01-01,108.629997,111.519997,108.489998,111.519997,49.890785,0
2006-02-01,111.180000,111.180000,107.589996,109.860001,49.148151,0
2006-03-01,111.180000,112.930000,108.400002,112.800003,50.463436,0
2006-04-01,113.129997,115.489998,112.019997,114.959999,51.429749,0
2006-05-01,114.730003,115.940002,87.040001,88.260002,39.484947,0
2006-06-01,89.400002,89.680000,82.129997,87.610001,48.559200,0
2006-07-01,88.449997,88.449997,82.620003,84.870003,47.040512,0
2006-08-01,83.980003,87.160004,83.279999,86.910004,48.171215,0
2006-09-01,87.120003,88.129997,85.050003,87.879997,48.708847,0
2006-10-01,87.449997,91.739998,87.400002,90.449997,50.133301,0
2006-11-01,89.349998,92.919998,89.230003,92.800003,51.435841,0
2006-12-01,89.489998,91.050003,89.040001,89.519997,49.617847,0
2007-01-01,89.570000,92.089996,88.900002,92.089996,52.630295,0
2007-02-01,92.650002,94.410004,90.139999,90.570000,51.761597,0
2007-03-01,90.099998,92.599998,87.570000,91.320000,52.190239,0
2007-04-01,91.510002,97.169998,91.510002,95.720001,54.704849,0
2007-05-01,95.639999,97.139999,90.980003,94.199997,53.836174,0
2007-06-01,94.940002,95.279999,92.029999,93.800003,56.688873,0
2007-07-01,94.980003,98.180000,91.839996,92.089996,55.655403,0
2007-08-01,92.089996,95.169998,87.519997,93.160004,56.302082,0
2007-09-01,94.500000,99.070000,92.230003,98.940002,59.795288,0
2007-10-01,100.360001,104.209999,99.169998,104.209999,62.980247,0
2007-11-01,101.769997,104.050003,95.209999,100.260002,60.593021,0
2007-12-01,99.930000,102.160004,90.570000,93.870003,56.731174,0
2008-01-01,92.559998,92.949997,80.959999,85.470001,55.361206,0
2008-02-01,86.769997,87.160004,82.110001,84.099998,54.473812,0
2008-03-01,84.050003,84.279999,78.830002,82.260002,53.282009,0
2008-04-01,85.199997,88.089996,84.129997,87.620003,56.753803,0
2008-05-01,88.889999,88.959999,85.589996,87.389999,56.604843,0
2008-06-01,86.739998,87.750000,80.070000,80.070000,53.593872,0
2008-07-01,80.309998,80.309998,74.379997,76.919998,51.485451,0
2008-08-01,76.589996,77.830002,75.129997,76.860001,51.445309,0
2008-09-01,75.230003,75.230003,59.869999,63.049999,42.201744,0
2008-10-01,62.580002,62.580002,41.490002,49.430000,33.085361,0
2008-11-01,49.490002,51.720001,36.110001,43.830002,29.337070,0
2008-12-01,39.650002,45.860001,39.650002,45.860001,30.695829,0
2009-01-01,47.389999,48.650002,41.369999,42.400002,28.451984,0
2009-02-01,42.240002,45.500000,38.919998,39.180000,26.291239,0
2009-03-01,36.869999,47.060001,36.400002,44.630001,29.948402,0
2009-04-01,45.639999,50.730000,45.639999,50.730000,34.041725,0
2009-05-01,50.840000,53.799999,49.959999,53.799999,36.101810,0
2009-06-01,55.570000,55.570000,50.880001,53.060001,35.666924,0
2009-07-01,53.310001,57.709999,50.080002,57.709999,38.792652,0
2009-08-01,58.830002,59.700001,56.490002,58.959999,39.632912,0
2009-09-01,57.610001,63.790001,57.610001,62.090000,41.736893,0
2009-10-01,60.000000,64.419998,58.720001,58.720001,39.471584,0
2009-11-01,59.040001,63.639999,59.040001,61.919998,41.622616,0
2009-12-01,63.049999,64.930000,61.950001,64.320000,43.235897,0
2010-01-01,65.690002,67.139999,61.509998,61.509998,41.536774,0
2010-02-01,62.669998,63.950001,60.580002,63.360001,42.786049,0
2010-03-01,64.239998,67.709999,64.239998,67.559998,45.622238,0
2010-04-01,67.559998,70.629997,67.559998,68.540001,46.284019,0
2010-05-01,69.370003,69.370003,61.090000,62.910000,42.503540,0
2010-06-01,61.470001,64.339996,58.840000,58.840000,39.803078,0
2010-07-01,58.619999,62.860001,58.340000,61.820000,41.818928,0
2010-08-01,63.119999,63.119999,58.099998,58.160000,39.343086,0
2010-09-01,59.939999,64.629997,59.939999,64.459999,43.604790,0
